Capabilities,Domain,Skill,Tactic,Technique,SUB-Technique,Windows,Linux,Cloud,MAC OS,Beginner,Intermediate,Expert,Ninja,Reference,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Indicator Blocking T1562.006,,,,,,,,,https://attack.mitre.org/techniques/T1562/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Disable or Modify Cloud Firewall T1562.007,,,,,,,,,https://attack.mitre.org/techniques/T1562/007/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Disable Cloud Logs T1562.008,,,,,,,,,https://attack.mitre.org/techniques/T1562/008/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Safe Mode Boot T1562.009,,,,,,,,,https://attack.mitre.org/techniques/T1562/009/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Impair Defenses T1562,Downgrade Attack T1562.010,,,,,,,,,https://attack.mitre.org/techniques/T1562/010/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,Clear Windows Event Logs T1070.001,,,,,,,,,https://attack.mitre.org/techniques/T1070/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,Clear Linux or Mac System Logs T1070.002,,,,,,,,,https://attack.mitre.org/techniques/T1070/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,Clear Command History T1070.003,,,,,,,,,https://attack.mitre.org/techniques/T1070/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,File Deletion T1070.004,,,,,,,,,https://attack.mitre.org/techniques/T1070/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,Network Share Connection Removal T1070.005,,,,,,,,,https://attack.mitre.org/techniques/T1070/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indicator Removal on Host T1070,Timestomp T1070.006,,,,,,,,,https://attack.mitre.org/techniques/T1070/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Indirect Command Execution T1202,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1202/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Invalid Code Signature T1036.001,,,,,,,,,https://attack.mitre.org/techniques/T1036/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Right-to-Left Override T1036.002,,,,,,,,,https://attack.mitre.org/techniques/T1036/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Rename System Utilities T1036.003,,,,,,,,,https://attack.mitre.org/techniques/T1036/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Masquerade Task or Service T1036.004,,,,,,,,,https://attack.mitre.org/techniques/T1036/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Match Legitimate Name or Location 1036.005,,,,,,,,,https://attack.mitre.org/techniques/T1036/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Space after Filename T1036.006,,,,,,,,,https://attack.mitre.org/techniques/T1036/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Masquerading T1036,Double File Extension T1036.007,,,,,,,,,https://attack.mitre.org/techniques/T1036/007/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Authentication Process 1556,Domain Controller Authentication T1556.001,,,,,,,,,https://attack.mitre.org/techniques/T1556/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Authentication Process 1556,Password Filter DLL T1556.002,,,,,,,,,https://attack.mitre.org/techniques/T1556/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Authentication Process 1556,Pluggable Authentication Modules T1556.003,,,,,,,,,https://attack.mitre.org/techniques/T1556/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Authentication Process 1556,Network Device Authentication T1556.004,,,,,,,,,https://attack.mitre.org/techniques/T1556/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Cloud Compute Infrastructure T1578,Create Snapshot T1578.001,,,,,,,,,https://attack.mitre.org/techniques/T1578/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Cloud Compute Infrastructure T1578,Create Cloud Instance T1578.002,,,,,,,,,https://attack.mitre.org/techniques/T1578/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Cloud Compute Infrastructure T1578,Delete Cloud Instance T1578.003,,,,,,,,,https://attack.mitre.org/techniques/T1578/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Cloud Compute Infrastructure T1578,Revert Cloud Instance T1578.004,,,,,,,,,https://attack.mitre.org/techniques/T1578/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify Registry T1112,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1112/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify System Image T1601,Patch System Image T1601.001,,,,,,,,,https://attack.mitre.org/techniques/T1601/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Modify System Image T1601,Downgrade System Image T1601.002,,,,,,,,,https://attack.mitre.org/techniques/T1601/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Network Boundary Bridging T1599,Network Address Translation Traversal T1599.001,,,,,,,,,https://attack.mitre.org/techniques/T1599/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,Binary Padding T1027.001,,,,,,,,,https://attack.mitre.org/techniques/T1027/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,Software packing 1027.002,,,,,,,,,https://attack.mitre.org/techniques/T1027/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,Steganography 1027.003,,,,,,,,,https://attack.mitre.org/techniques/T1027/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,Compile After Delivery 1027.004,,,,,,,,,https://attack.mitre.org/techniques/T1027/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,Indicator Removal from Tools T1027.005,,,,,,,,,https://attack.mitre.org/techniques/T1027/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Obfuscated Files or Information T1027,HTML Smuggling T1027.006,,,,,,,,,https://attack.mitre.org/techniques/T1027/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Pre-OS Boot-T1542,System Firmware-T1542.001,,,,,,,,,https://attack.mitre.org/techniques/T1542/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Pre-OS Boot-T1542,Component Firmware-T1542.002,,,,,,,,,https://attack.mitre.org/techniques/T1542/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Pre-OS Boot-T1542,Bootkit-T1542.003,,,,,,,,,https://attack.mitre.org/techniques/T1542/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Pre-OS Boot-T1542,ROMMONKit T1542.004,,,,,,,,,https://attack.mitre.org/techniques/T1542/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Pre-OS Boot-T1542,TFTP Boot T1542.005+G342+G175,,,,,,,,,https://attack.mitre.org/techniques/T1542/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Dynamic-link Library Injection T1055.001,,,,,,,,,https://attack.mitre.org/techniques/T1055/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Portable Executable Injection T1055.002,,,,,,,,,https://attack.mitre.org/techniques/T1055/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Thread Execution Hijaking T1055.003,,,,,,,,,https://attack.mitre.org/techniques/T1055/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Asynchronous Procedure Call T1055.004,,,,,,,,,https://attack.mitre.org/techniques/T1055/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Thread Local Storage T1055.005,,,,,,,,,https://attack.mitre.org/techniques/T1055/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Ptrace System Calls T1055.008,,,,,,,,,https://attack.mitre.org/techniques/T1055/008/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Proc Memory T1055.009,,,,,,,,,https://attack.mitre.org/techniques/T1055/009/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Extra Window Memory Injection T1055.011,,,,,,,,,https://attack.mitre.org/techniques/T1055/011/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Process Hollowing T1055.012,,,,,,,,,https://attack.mitre.org/techniques/T1055/012/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,Process Doppelganging T1055.013,,,,,,,,,https://attack.mitre.org/techniques/T1055/013/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Process Injection T1055,VDSO Hijacking T1055.014,,,,,,,,,https://attack.mitre.org/techniques/T1055/014/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Rogue Domain Controller T1207,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1207/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Rootkit T1014,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1014/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,"Compiled HTML FIle T1218.001    (B,M,E)",,,,,,,,,https://attack.mitre.org/techniques/T1218/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Control Panel T1218.002,,,,,,,,,https://attack.mitre.org/techniques/T1218/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,"CMSTP T1218.003    (B,M)",,,,,,,,,https://attack.mitre.org/techniques/T1218/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,InstallUtil T1218.004,,,,,,,,,https://attack.mitre.org/techniques/T1218/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Mshta T1218.005,,,,,,,,,https://attack.mitre.org/techniques/T1218/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Msiexec T1218.007,,,,,,,,,https://attack.mitre.org/techniques/T1218/007/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Odbcconf T1218.008,,,,,,,,,https://attack.mitre.org/techniques/T1218/008/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,"Regsvcs , Regasm T1218.009",,,,,,,,,https://attack.mitre.org/techniques/T1218/009/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Regsvr32 T1218.010,,,,,,,,,https://attack.mitre.org/techniques/T1218/010/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,"Rundll32 T1218.011      (B,M,E)",,,,,,,,,https://attack.mitre.org/techniques/T1218/011/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Verclsid T1218.012,,,,,,,,,https://attack.mitre.org/techniques/T1218/012/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,Mavinject T1218.013,,,,,,,,,https://attack.mitre.org/techniques/T1218/013/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Binary Proxy Execution T-1218,MMC T1218.14,,,,,,,,,https://attack.mitre.org/techniques/T1218/014/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Signed Script Proxy Execution T1216,Pubpen 1216.001,,,,,,,,,https://attack.mitre.org/techniques/T1216/001,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,Gatekeeper Bypass T1553.001,,,,,,,,,https://attack.mitre.org/techniques/T1553/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,Code Signing T1553.002,,,,,,,,,https://attack.mitre.org/techniques/T1553/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,SIP and Trust Provider Hijacking T1553.003,,,,,,,,,https://attack.mitre.org/techniques/T1553/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,Install Root Certificate T1553.004,,,,,,,,,https://attack.mitre.org/techniques/T1553/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,Mark-of-the-Web Bypass T1553.005,,,,,,,,,https://attack.mitre.org/techniques/T1553/005/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Subvert Trust Controls T1553,Code Signing Policy Modification T1553.006,,,,,,,,,https://attack.mitre.org/techniques/T1553/006/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Template Injection T1221,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1221/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Traffic Signaling-T1205,Port Knocking-T1205.001,,,,,,,,,https://attack.mitre.org/techniques/T1205/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Trusted Developer Utilities Proxy Execution T1127,MSBuild T1127.001,,,,,,,,,https://attack.mitre.org/techniques/T1127/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,"Unused,Unsupported Cloud Regions T1535",No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1535/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Use Alternate Authenticaction Material T1550,Application Access Token T1550.001,,,,,,,,,https://attack.mitre.org/techniques/T1550/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Use Alternate Authenticaction Material T1550,Pass the Hash T1550.002,,,,,,,,,https://attack.mitre.org/techniques/T1550/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Use Alternate Authenticaction Material T1550,Pass the Ticket 1550.003,,,,,,,,,https://attack.mitre.org/techniques/T1550/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Use Alternate Authenticaction Material T1550,Web Session Cookie T1550.004,,,,,,,,,https://attack.mitre.org/techniques/T1550/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Valid Accounts-T1078,Default Accounts-T1078.001,,,,,,,,,https://attack.mitre.org/techniques/T1078/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Valid Accounts-T1078,Domain Accounts-T1078.002,,,,,,,,,https://attack.mitre.org/techniques/T1078/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Valid Accounts-T1078,Local Accounts-T1078.003,,,,,,,,,https://attack.mitre.org/techniques/T1078/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,Valid Accounts-T1078,Cloud Accounts-T1078.004,,,,,,,,,https://attack.mitre.org/techniques/T1078/004/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,"Virtualization, Sandbox Evasion T1497",System Checks T1497.001,,,,,,,,,https://attack.mitre.org/techniques/T1497/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,"Virtualization, Sandbox Evasion T1497",User Activity Based Checks T1497.002,,,,,,,,,https://attack.mitre.org/techniques/T1497/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,"Virtualization, Sandbox Evasion T1497",Time Based Evasion T1497.003,,,,,,,,,https://attack.mitre.org/techniques/T1497/003/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,weaken Encryption T1600,Reduce Key Space T1600.001,,,,,,,,,https://attack.mitre.org/techniques/T1600/001/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,weaken Encryption T1600,Disable Crypto Hardware T1600.002,,,,,,,,,https://attack.mitre.org/techniques/T1600/002/,
Predict,Security Assesment,OS Penetration Testing,Defense Evasion,XSL Script Processing -E-45 T1220,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1220/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Adversary-in-the-Middle T1557,LLMNR.NBT-NS Poisoning and SMB Relay T1557.001,,,,,,,,,https://attack.mitre.org/techniques/T1557/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Adversary-in-the-Middle T1557,ARP Cache Poisoning T1557.002,,,,,,,,,https://attack.mitre.org/techniques/T1557/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Brute Force T1110,Password Guessing T1110.001,,,,,,,,,https://attack.mitre.org/techniques/T1110/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Brute Force T1110,Password Cracking T1110.002,,,,,,,,,https://attack.mitre.org/techniques/T1110/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Brute Force T1110,Password Spraying T1110.003,,,,,,,,,https://attack.mitre.org/techniques/T1110/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Brute Force T1110,Credential Stuffing T1110.004,,,,,,,,,https://attack.mitre.org/techniques/T1110/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Credentials from Password Stores T1555,Keychain T1555.001,,,,,,,,,https://attack.mitre.org/techniques/T1555/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Credentials from Password Stores T1555,Securityd Memory T1555.002,,,,,,,,,https://attack.mitre.org/techniques/T1555/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Credentials from Password Stores T1555,Credentials from Web Browsers T1555.003,,,,,,,,,https://attack.mitre.org/techniques/T1555/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Credentials from Password Stores T1555,Windows Credential Manager T1555.004,,,,,,,,,https://attack.mitre.org/techniques/T1555/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Credentials from Password Stores T1555,Password Managers T1555.005,,,,,,,,,https://attack.mitre.org/techniques/T1555/005/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Exploitation for Credential Access T1212,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1212/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Forced Authentication T1187,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1187/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Forge Web Credentials T1606,Web Cookies T1606.001,,,,,,,,,https://attack.mitre.org/techniques/T1606/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Forge Web Credentials T1606,SAML Tokens 1606.002,,,,,,,,,https://attack.mitre.org/techniques/T1606/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Input Capture T1056,Keylogging T1056.001,,,,,,,,,https://attack.mitre.org/techniques/T1056/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Input Capture T1056,GUI Input Capture T1056.002,,,,,,,,,https://attack.mitre.org/techniques/T1056/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Input Capture T1056,Web Portal Capture T1056.003,,,,,,,,,https://attack.mitre.org/techniques/T1056/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Input Capture T1056,Credential API Hooking T1056.004,,,,,,,,,https://attack.mitre.org/techniques/T1056/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Modify Authentication Process T1556,Domain Controller Authentication T1556.001,,,,,,,,,https://attack.mitre.org/techniques/T1556/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Modify Authentication Process T1556,Password Filter DLL 1556.002,,,,,,,,,https://attack.mitre.org/techniques/T1556/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Modify Authentication Process T1556,Pluggable Authentication Modules T1556.003,,,,,,,,,https://attack.mitre.org/techniques/T1556/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Modify Authentication Process T1556,Network Device Authentication T1556.004,,,,,,,,,https://attack.mitre.org/techniques/T1556/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Network Sniffing T1040,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1040/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,LSASS Memory T1003.001,,,,,,,,,https://attack.mitre.org/techniques/T1003/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,Security Account Manager T1003.002,,,,,,,,,https://attack.mitre.org/techniques/T1003/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,NTDS T1003.003,,,,,,,,,https://attack.mitre.org/techniques/T1003/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,LSA Secrets T1003.004,,,,,,,,,https://attack.mitre.org/techniques/T1003/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,Cached Domain Credentials T1003.005,,,,,,,,,https://attack.mitre.org/techniques/T1003/005/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,DCSync T1003.006,,,,,,,,,https://attack.mitre.org/techniques/T1003/006/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,Proc Filesystem T1003.007,,,,,,,,,https://attack.mitre.org/techniques/T1003/007/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,OS Credential Dumping T1003,etc/passwd and etc/shadow T1003.008,,,,,,,,,https://attack.mitre.org/techniques/T1003/008/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal Application Access Token T1528,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1528/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal or Forge Kerberos Tickets T1558,Golden Ticket T1558.001,,,,,,,,,https://attack.mitre.org/techniques/T1558/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal or Forge Kerberos Tickets T1558,Silver Ticket T1558.002,,,,,,,,,https://attack.mitre.org/techniques/T1558/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal or Forge Kerberos Tickets T1558,Kerberoasting T1558.003,,,,,,,,,https://attack.mitre.org/techniques/T1558/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal or Forge Kerberos Tickets T1558,AS-REP Roasting T1558.004,,,,,,,,,https://attack.mitre.org/techniques/T1558/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Steal Web Session Cookie T1539,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1539/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Two-Factor Authentication Interception T1111,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1111/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Credentials In Files T1552.001,,,,,,,,,https://attack.mitre.org/techniques/T1552/001/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Credentials in Registry T1552.002,,,,,,,,,https://attack.mitre.org/techniques/T1552/002/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Bash History T1552.003,,,,,,,,,https://attack.mitre.org/techniques/T1552/003/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Private Keys T1552.004,,,,,,,,,https://attack.mitre.org/techniques/T1552/004/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Cloud Instance Metadata API T1552.005,,,,,,,,,https://attack.mitre.org/techniques/T1552/005/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Group Policy Preferences T1552.006,,,,,,,,,https://attack.mitre.org/techniques/T1552/006/,
Predict,Security Assesment,OS Penetration Testing,Credential Access,Unsecured Credentials T1552,Container API T1552.007,,,,,,,,,https://attack.mitre.org/techniques/T1552/007/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Account Discovery T1087,Local Account T1087.001,,,,,,,,,https://attack.mitre.org/techniques/T1087/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Account Discovery T1087,Domain Account T1087.002,,,,,,,,,https://attack.mitre.org/techniques/T1087/002/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Account Discovery T1087,Email Account T1087.003,,,,,,,,,https://attack.mitre.org/techniques/T1087/003/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Account Discovery T1087,Cloud Account T1087.004,,,,,,,,,https://attack.mitre.org/techniques/T1087/004/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Application Window Discovery T1010,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1010/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Browser Bookmark Discovery T1217,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1217/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Cloud Infrastructure Discovery T1580,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1580/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Cloud Service Dashboard T1538,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1538/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Cloud Service Discovery T1526,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1526/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Cloud Storage Object Discovery T1619,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1619/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Container and Resource Discovery T1613,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1613/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Domain Trust Discovery T1482,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1482/,
Predict,Security Assesment,OS Penetration Testing,Discovery,File and Directory Discovery T1083,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1083/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Group Policy Discovery T1615,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1615/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Network Service Scanning T1046,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1046/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Network Share Discovery T1135,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1135/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Network Sniffing T1040,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1040/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Password Policy Discovery T1201,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1201/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Peripheral Device Discovery T1120,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1120/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Permission Groups Discovery T1069,Local Groups T1069.001,,,,,,,,,https://attack.mitre.org/techniques/T1069/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Permission Groups Discovery T1069,Domain Groups T1069.002,,,,,,,,,https://attack.mitre.org/techniques/T1069/002/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Permission Groups Discovery T1069,Cloud Groups T1069.003,,,,,,,,,https://attack.mitre.org/techniques/T1069/003/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Process Discovery T1057,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1057/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Query Registry T1012,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1012/,
